,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2309,6,2011.0,1,0.52,0.26,0.0,0.12,0.9
2310,4,2008.0,9,0.51,0.29,0.0,0.09,0.9
2311,12,1998.0,1,0.84,0.05,0.0,0.01,0.9
2312,7,2007.0,2,0.74,0.03,0.01,0.12,0.9
2313,14,2002.0,7,0.65,0.22,0.0,0.03,0.9
2314,1,2008.0,6,0.42,0.37,0.01,0.1,0.9
2315,15,2014.0,4,0.32,0.48,0.0,0.09,0.9
2316,6,2008.0,3,0.42,0.33,0.0,0.14,0.9
2317,1,2008.0,1,0.29,0.52,0.0,0.09,0.9
2318,4,2008.0,4,0.84,0.0,0.0,0.06,0.9
2319,6,2012.0,9,0.42,0.32,0.01,0.15,0.9
2320,14,2004.0,4,0.62,0.24,0.0,0.04,0.9
2321,14,2004.0,1,0.81,0.05,0.0,0.04,0.9
2322,7,2003.0,1,0.44,0.34,0.0,0.11,0.9
2323,5,2010.0,1,0.73,0.1,0.0,0.06,0.9
2324,9,2005.0,2,0.62,0.24,0.0,0.03,0.89
2325,6,2009.0,7,0.35,0.38,0.01,0.16,0.89
2326,17,2006.0,7,0.44,0.28,0.0,0.18,0.89
2327,1,2007.0,1,0.82,0.01,0.0,0.07,0.89
2328,7,2005.0,1,0.74,0.03,0.0,0.12,0.89
2329,11,2015.0,9,0.32,0.42,0.01,0.14,0.89
2330,9,2001.0,2,0.6,0.22,0.05,0.02,0.89
2331,4,2008.0,4,0.51,0.29,0.01,0.09,0.89
2332,7,2005.0,1,0.74,0.03,0.0,0.12,0.89
2333,9,2004.0,11,0.46,0.17,0.24,0.02,0.89
2334,6,2012.0,2,0.6,0.19,0.0,0.1,0.89
2335,9,2004.0,12,0.42,0.16,0.3,0.02,0.89
2336,3,2001.0,12,0.0,0.0,0.89,0.0,0.89
2337,19,2003.0,9,0.69,0.18,0.0,0.02,0.89
2338,1,2008.0,11,0.36,0.43,0.0,0.1,0.89
2339,13,1997.0,8,0.16,0.11,0.56,0.06,0.89
2340,1,2009.0,3,0.15,0.63,0.0,0.11,0.89
2341,7,2001.0,1,0.44,0.34,0.0,0.11,0.89
2342,11,2016.0,1,0.28,0.47,0.0,0.14,0.89
2343,17,2011.0,10,0.21,0.13,0.46,0.08,0.89
2344,10,2013.0,9,0.42,0.36,0.04,0.07,0.89
2345,5,2010.0,3,0.18,0.59,0.01,0.1,0.89
2346,1,2006.0,3,0.81,0.0,0.01,0.07,0.89
2347,15,2009.0,7,0.01,0.79,0.0,0.09,0.89
2348,20,2013.0,1,0.39,0.24,0.21,0.06,0.89
2349,5,2012.0,4,0.55,0.25,0.01,0.07,0.89
2350,1,2011.0,7,0.6,0.21,0.0,0.08,0.89
2351,13,2000.0,1,0.49,0.34,0.0,0.06,0.89
2352,7,2006.0,6,0.0,0.68,0.0,0.2,0.89
2353,8,1995.0,4,0.0,0.0,0.89,0.0,0.89
2354,13,1996.0,2,0.44,0.3,0.09,0.06,0.88
2355,5,2010.0,10,0.44,0.36,0.0,0.08,0.88
2356,5,2012.0,9,0.38,0.41,0.01,0.08,0.88
2357,15,2008.0,9,0.01,0.79,0.0,0.08,0.88
2358,4,2008.0,6,0.0,0.82,0.0,0.06,0.88
2359,5,2011.0,6,0.62,0.2,0.0,0.07,0.88
2360,1,2009.0,9,0.6,0.21,0.0,0.08,0.88
2361,5,2010.0,6,0.73,0.1,0.0,0.06,0.88
2362,10,2012.0,9,0.3,0.22,0.3,0.05,0.88
2363,7,2005.0,9,0.43,0.34,0.0,0.11,0.88
2364,7,2007.0,6,0.32,0.06,0.0,0.5,0.88
2365,1,2009.0,8,0.47,0.22,0.12,0.07,0.88
2366,13,1996.0,7,0.49,0.33,0.0,0.06,0.88
2367,18,2015.0,9,0.42,0.38,0.0,0.07,0.88
2368,17,2004.0,12,0.32,0.26,0.12,0.17,0.88
2369,1,2008.0,8,0.51,0.28,0.01,0.08,0.88
2370,6,2012.0,10,0.28,0.33,0.13,0.14,0.88
2371,7,2004.0,1,0.43,0.33,0.0,0.11,0.88
2372,5,2008.0,3,0.33,0.44,0.01,0.09,0.88
2373,17,2009.0,4,0.08,0.11,0.62,0.06,0.88
2374,14,2003.0,8,0.65,0.19,0.0,0.03,0.87
2375,13,2001.0,7,0.49,0.33,0.0,0.06,0.87
2376,13,1995.0,2,0.49,0.33,0.0,0.06,0.87
2377,18,2013.0,1,0.7,0.11,0.0,0.06,0.87
2378,5,2007.0,3,0.38,0.4,0.0,0.09,0.87
2379,8,1994.0,1,0.0,0.0,0.87,0.0,0.87
2380,1,2010.0,1,0.71,0.11,0.0,0.06,0.87
2381,5,2009.0,7,0.48,0.29,0.01,0.09,0.87
2382,14,2003.0,7,0.61,0.24,0.0,0.03,0.87
2383,6,2008.0,7,0.29,0.4,0.02,0.16,0.87
2384,13,1997.0,3,0.43,0.29,0.09,0.06,0.87
2385,7,2008.0,4,0.73,0.03,0.0,0.12,0.87
2386,1,2010.0,5,0.61,0.19,0.0,0.07,0.87
2387,6,2012.0,9,0.82,0.0,0.0,0.06,0.87
2388,6,2012.0,4,0.37,0.3,0.09,0.11,0.87
2389,13,1996.0,1,0.48,0.33,0.0,0.06,0.87
2390,6,2008.0,1,0.14,0.54,0.01,0.18,0.87
2391,1,2009.0,7,0.46,0.31,0.02,0.09,0.87
2392,7,2006.0,1,0.72,0.03,0.0,0.12,0.87
2393,11,2013.0,10,0.46,0.29,0.0,0.12,0.87
2394,13,1998.0,1,0.48,0.33,0.0,0.06,0.87
2395,17,2008.0,6,0.2,0.44,0.0,0.23,0.87
2396,5,2008.0,7,0.47,0.31,0.0,0.09,0.87
2397,7,2005.0,10,0.72,0.03,0.0,0.12,0.87
2398,4,2009.0,6,0.59,0.2,0.0,0.08,0.87
2399,4,2009.0,9,0.63,0.17,0.0,0.07,0.87
2400,14,2002.0,7,0.48,0.37,0.0,0.02,0.87
2401,7,2002.0,1,0.43,0.33,0.0,0.11,0.87
2402,13,2000.0,4,0.3,0.2,0.3,0.06,0.87
2403,17,2006.0,5,0.12,0.52,0.0,0.23,0.87
2404,7,2007.0,9,0.11,0.09,0.64,0.03,0.87
2405,5,2010.0,6,0.47,0.32,0.0,0.08,0.87
2406,16,1982.0,6,0.81,0.05,0.0,0.01,0.87
2407,6,2012.0,4,0.2,0.15,0.45,0.07,0.87
2408,7,2007.0,6,0.1,0.59,0.0,0.18,0.87
2409,10,2015.0,9,0.0,0.0,0.86,0.0,0.86
2410,1,2007.0,9,0.12,0.63,0.0,0.11,0.86
2411,17,2006.0,1,0.01,0.72,0.12,0.01,0.86
2412,6,2012.0,9,0.35,0.37,0.01,0.14,0.86
2413,6,2009.0,9,0.34,0.37,0.0,0.15,0.86
2414,4,2007.0,4,0.54,0.06,0.21,0.05,0.86
2415,6,2006.4064433147546,9,0.25,0.45,0.01,0.15,0.86
2416,7,2002.0,10,0.42,0.33,0.0,0.11,0.86
2417,10,2015.0,4,0.0,0.0,0.86,0.0,0.86
2418,13,2001.0,3,0.48,0.33,0.0,0.06,0.86
2419,12,1997.0,1,0.81,0.04,0.0,0.01,0.86
2420,13,1998.0,1,0.48,0.32,0.0,0.06,0.86
2421,6,2008.0,10,0.22,0.34,0.18,0.12,0.86
2422,5,2006.4064433147546,9,0.52,0.26,0.0,0.08,0.86
2423,4,2008.0,2,0.61,0.0,0.2,0.05,0.86
2424,5,2010.0,1,0.32,0.43,0.02,0.09,0.86
2425,7,2003.0,9,0.17,0.13,0.51,0.04,0.86
2426,6,2009.0,9,0.52,0.16,0.08,0.1,0.86
2427,5,2014.0,3,0.35,0.43,0.0,0.07,0.85
2428,6,2009.0,1,0.46,0.26,0.01,0.12,0.85
2429,4,2007.0,1,0.1,0.65,0.0,0.11,0.85
2430,13,1999.0,9,0.47,0.32,0.0,0.06,0.85
2431,1,2009.0,3,0.46,0.31,0.0,0.08,0.85
2432,1,2008.0,1,0.78,0.01,0.0,0.07,0.85
2433,5,2007.0,1,0.79,0.0,0.0,0.07,0.85
2434,18,2016.0,9,0.46,0.32,0.0,0.07,0.85
2435,13,1996.0,10,0.14,0.09,0.57,0.06,0.85
2436,14,2004.0,1,0.64,0.18,0.0,0.03,0.85
2437,6,2010.0,7,0.44,0.27,0.01,0.12,0.85
2438,1,2007.0,8,0.74,0.04,0.0,0.06,0.85
2439,2,1989.0,2,0.4,0.07,0.37,0.01,0.85
2440,4,2007.0,9,0.28,0.47,0.0,0.1,0.85
2441,13,1997.0,9,0.47,0.32,0.0,0.06,0.85
2442,17,2005.0,3,0.7,0.06,0.0,0.09,0.85
2443,6,2014.0,1,0.36,0.35,0.0,0.14,0.85
2444,18,2016.0,7,0.52,0.25,0.0,0.08,0.85
2445,7,2007.0,9,0.31,0.0,0.0,0.53,0.85
2446,13,1995.0,1,0.47,0.32,0.0,0.06,0.85
2447,7,2002.0,3,0.42,0.32,0.0,0.11,0.85
2448,10,2016.0,9,0.26,0.1,0.44,0.04,0.85
2449,7,2000.0,10,0.32,0.25,0.2,0.08,0.85
2450,1,2010.0,6,0.52,0.25,0.0,0.07,0.85
2451,5,2012.0,7,0.46,0.29,0.02,0.07,0.85
2452,11,2014.0,9,0.28,0.37,0.03,0.16,0.84
2453,19,2004.0,9,0.65,0.17,0.0,0.02,0.84
2454,4,2010.0,4,0.56,0.11,0.13,0.05,0.84
2455,6,2010.0,1,0.37,0.34,0.0,0.13,0.84
2456,6,2012.0,9,0.42,0.21,0.11,0.1,0.84
2457,11,2016.0,9,0.68,0.0,0.0,0.16,0.84
2458,6,2009.0,1,0.75,0.01,0.01,0.07,0.84
2459,20,2015.0,4,0.36,0.28,0.14,0.06,0.84
2460,4,2008.0,8,0.46,0.3,0.0,0.09,0.84
2461,19,2004.0,9,0.65,0.17,0.0,0.02,0.84
2462,6,2010.0,1,0.79,0.0,0.0,0.06,0.84
2463,6,2011.0,9,0.4,0.27,0.05,0.12,0.84
2464,7,2003.0,3,0.41,0.32,0.0,0.11,0.84
2465,1,2007.0,8,0.69,0.03,0.06,0.06,0.84
2466,2,1987.0,4,0.32,0.0,0.52,0.0,0.84
2467,6,2012.0,10,0.42,0.22,0.1,0.1,0.84
2468,13,2001.0,1,0.47,0.32,0.0,0.05,0.84
2469,5,2011.0,7,0.52,0.25,0.0,0.07,0.84
2470,7,2002.0,3,0.41,0.32,0.0,0.11,0.84
2471,11,2015.0,7,0.36,0.32,0.03,0.14,0.84
2472,7,2005.0,4,0.24,0.16,0.39,0.05,0.84
2473,7,2004.0,1,0.41,0.32,0.0,0.11,0.84
2474,9,2004.0,11,0.6,0.22,0.0,0.01,0.84
2475,23,2014.0,1,0.13,0.48,0.04,0.19,0.84
2476,6,2007.0,7,0.32,0.33,0.05,0.14,0.84
2477,7,2007.0,9,0.09,0.0,0.0,0.74,0.84
2478,5,2013.0,3,0.37,0.38,0.01,0.08,0.84
2479,13,1999.0,5,0.46,0.32,0.0,0.05,0.84
2480,1,2008.0,10,0.44,0.31,0.0,0.08,0.83
2481,13,1999.0,8,0.22,0.15,0.4,0.05,0.83
2482,7,2000.0,9,0.24,0.19,0.34,0.06,0.83
2483,4,2008.0,12,0.38,0.37,0.0,0.09,0.83
2484,17,2006.4064433147546,1,0.77,0.03,0.0,0.04,0.83
2485,9,2004.0,9,0.6,0.22,0.0,0.01,0.83
2486,23,2014.0,7,0.43,0.21,0.01,0.19,0.83
2487,7,2000.0,1,0.27,0.21,0.28,0.07,0.83
2488,14,2003.0,7,0.62,0.18,0.01,0.03,0.83
2489,5,2012.0,6,0.57,0.2,0.0,0.06,0.83
2490,3,2000.0,6,0.0,0.0,0.83,0.0,0.83
2491,13,1998.0,6,0.46,0.31,0.0,0.05,0.83
2492,13,1997.0,11,0.39,0.26,0.12,0.05,0.83
2493,6,2011.0,1,0.78,0.0,0.0,0.05,0.83
2494,7,2005.0,2,0.69,0.03,0.0,0.11,0.83
2495,1,2008.0,6,0.77,0.0,0.0,0.06,0.83
2496,5,2008.0,12,0.58,0.17,0.0,0.07,0.83
2497,7,2006.4064433147546,1,0.41,0.32,0.0,0.11,0.83
2498,4,2007.0,5,0.77,0.0,0.0,0.06,0.83
2499,6,2012.0,9,0.31,0.37,0.0,0.14,0.83
2500,6,2010.0,10,0.42,0.2,0.11,0.09,0.83
2501,13,1998.0,2,0.46,0.31,0.0,0.05,0.83
2502,13,1996.0,11,0.46,0.31,0.0,0.05,0.83
2503,1,2009.0,1,0.33,0.34,0.09,0.07,0.82
2504,14,2002.0,7,0.58,0.22,0.0,0.03,0.82
2505,18,2016.0,1,0.72,0.02,0.0,0.09,0.82
2506,17,2005.0,1,0.46,0.21,0.0,0.15,0.82
2507,19,2001.0,1,0.64,0.17,0.0,0.02,0.82
2508,7,2006.0,4,0.69,0.03,0.0,0.11,0.82
2509,1,2009.0,9,0.44,0.3,0.0,0.08,0.82
2510,5,2010.0,6,0.64,0.12,0.0,0.06,0.82
2511,11,2016.0,10,0.35,0.26,0.08,0.13,0.82
2512,14,2002.0,3,0.68,0.11,0.0,0.03,0.82
2513,2,1984.0,5,0.42,0.1,0.28,0.02,0.82
2514,12,1996.0,10,0.61,0.19,0.0,0.01,0.82
2515,14,2001.0,1,0.69,0.11,0.0,0.02,0.82
2516,16,1981.0,9,0.76,0.05,0.0,0.01,0.82
2517,17,2005.0,11,0.19,0.41,0.0,0.22,0.82
2518,6,2013.0,9,0.24,0.28,0.19,0.12,0.82
2519,10,2011.0,4,0.42,0.19,0.14,0.06,0.82
2520,7,2002.0,2,0.4,0.31,0.0,0.1,0.82
2521,6,2010.0,6,0.33,0.35,0.0,0.14,0.82
2522,1,2010.0,6,0.47,0.28,0.0,0.07,0.82
2523,6,2015.0,1,0.56,0.11,0.0,0.15,0.82
2524,5,2007.0,7,0.4,0.33,0.01,0.09,0.82
2525,4,2008.0,8,0.4,0.33,0.0,0.09,0.82
2526,7,2008.0,4,0.34,0.04,0.36,0.08,0.82
2527,6,2008.0,6,0.29,0.4,0.0,0.13,0.82
2528,5,2006.4064433147546,1,0.48,0.26,0.0,0.08,0.82
2529,11,2013.0,1,0.62,0.13,0.0,0.07,0.82
2530,6,2012.0,9,0.67,0.07,0.0,0.07,0.82
2531,3,2000.0,4,0.0,0.0,0.81,0.0,0.81
2532,4,2006.0,9,0.73,0.03,0.0,0.06,0.81
2533,7,2000.0,10,0.4,0.31,0.0,0.1,0.81
2534,8,1994.0,11,0.0,0.0,0.81,0.0,0.81
2535,17,2007.0,6,0.33,0.25,0.07,0.17,0.81
2536,13,2000.0,4,0.06,0.04,0.66,0.05,0.81
2537,8,1994.0,5,0.0,0.0,0.81,0.0,0.81
2538,13,2000.0,3,0.45,0.31,0.0,0.05,0.81
2539,1,2010.0,1,0.77,0.0,0.0,0.05,0.81
2540,19,2004.0,9,0.63,0.16,0.0,0.02,0.81
2541,13,1999.0,1,0.0,0.0,0.76,0.05,0.81
2542,11,2015.0,6,0.32,0.35,0.0,0.13,0.81
2543,13,1999.0,4,0.07,0.05,0.63,0.05,0.81
2544,17,2011.0,4,0.0,0.0,0.81,0.0,0.81
2545,5,2009.0,1,0.12,0.58,0.03,0.08,0.81
2546,12,1999.0,9,0.68,0.12,0.0,0.01,0.81
2547,2,1987.0,2,0.45,0.08,0.27,0.01,0.81
2548,7,2004.0,7,0.4,0.31,0.0,0.1,0.81
2549,6,2014.0,9,0.33,0.35,0.0,0.13,0.81
2550,8,1994.0,4,0.0,0.0,0.81,0.0,0.81
2551,5,2009.0,3,0.32,0.4,0.0,0.09,0.81
2552,10,2012.0,5,0.2,0.26,0.3,0.04,0.81
2553,13,1998.0,5,0.45,0.31,0.0,0.05,0.81
2554,18,2015.0,9,0.43,0.3,0.01,0.07,0.81
2555,6,2009.0,1,0.75,0.0,0.0,0.06,0.81
2556,1,2008.0,9,0.52,0.21,0.0,0.07,0.81
2557,13,1998.0,1,0.0,0.0,0.75,0.05,0.81
2558,7,2007.0,4,0.35,0.27,0.09,0.09,0.81
2559,7,2005.0,8,0.67,0.03,0.0,0.11,0.81
2560,5,2009.0,6,0.52,0.21,0.0,0.07,0.81
2561,6,2013.0,1,0.75,0.0,0.0,0.06,0.8
2562,1,2009.0,9,0.46,0.25,0.02,0.07,0.8
2563,5,2011.0,10,0.4,0.33,0.0,0.07,0.8
2564,13,2000.0,6,0.45,0.3,0.0,0.05,0.8
2565,7,2005.0,9,0.03,0.02,0.74,0.01,0.8
2566,19,2003.0,8,0.62,0.16,0.0,0.02,0.8
2567,1,2011.0,6,0.19,0.5,0.0,0.11,0.8
2568,13,1997.0,3,0.45,0.3,0.0,0.05,0.8
2569,7,2004.0,7,0.39,0.31,0.0,0.1,0.8
2570,17,2006.0,8,0.19,0.39,0.0,0.22,0.8
2571,13,1999.0,4,0.45,0.3,0.0,0.05,0.8
2572,5,2013.0,7,0.36,0.37,0.0,0.07,0.8
2573,17,2009.0,1,0.09,0.33,0.2,0.18,0.8
2574,5,2012.0,9,0.48,0.25,0.0,0.07,0.8
2575,5,2010.0,3,0.37,0.35,0.0,0.07,0.8
2576,6,2011.0,7,0.33,0.35,0.0,0.13,0.8
2577,6,2015.0,1,0.44,0.19,0.03,0.13,0.8
2578,1,2008.0,1,0.43,0.29,0.0,0.08,0.8
2579,17,2007.0,8,0.08,0.46,0.0,0.25,0.8
2580,14,2004.0,9,0.48,0.28,0.0,0.04,0.8
2581,5,2012.0,4,0.42,0.24,0.07,0.06,0.8
2582,5,2012.0,9,0.45,0.28,0.0,0.07,0.8
2583,6,2013.0,9,0.14,0.32,0.22,0.12,0.8
2584,4,2007.0,6,0.73,0.01,0.0,0.06,0.8
2585,13,2000.0,12,0.0,0.0,0.75,0.05,0.8
2586,17,2006.4064433147546,1,0.04,0.33,0.26,0.17,0.8
2587,19,2002.0,3,0.68,0.09,0.0,0.02,0.8
2588,1,2010.0,9,0.54,0.19,0.0,0.06,0.8
2589,5,2009.0,6,0.51,0.22,0.0,0.07,0.8
2590,20,2013.0,1,0.39,0.22,0.13,0.06,0.8
2591,7,2002.0,4,0.0,0.0,0.8,0.0,0.8
2592,8,1993.0,1,0.0,0.0,0.8,0.0,0.8
2593,6,2011.0,7,0.26,0.36,0.04,0.14,0.8
2594,5,2009.0,9,0.47,0.24,0.01,0.08,0.79
2595,17,2010.0,1,0.05,0.3,0.29,0.16,0.79
2596,16,1981.0,9,0.74,0.04,0.0,0.01,0.79
2597,7,2006.0,10,0.66,0.02,0.0,0.11,0.79
2598,6,2012.0,11,0.4,0.25,0.03,0.11,0.79
2599,5,2011.0,2,0.38,0.34,0.0,0.08,0.79
2600,7,2008.0,6,0.61,0.0,0.0,0.18,0.79
2601,13,1994.0,3,0.0,0.0,0.74,0.05,0.79
2602,4,2007.0,4,0.42,0.03,0.3,0.04,0.79
2603,19,2003.0,4,0.61,0.16,0.0,0.02,0.79
2604,13,1997.0,8,0.0,0.0,0.74,0.05,0.79
2605,17,2009.0,12,0.17,0.51,0.0,0.11,0.79
2606,13,2001.0,3,0.44,0.3,0.0,0.05,0.79
2607,6,2009.0,1,0.42,0.25,0.0,0.12,0.79
2608,4,2008.0,9,0.62,0.11,0.0,0.07,0.79
2609,12,1999.0,10,0.63,0.15,0.0,0.01,0.79
2610,2,1992.0,2,0.39,0.07,0.32,0.01,0.79
2611,5,2009.0,4,0.32,0.2,0.21,0.06,0.79
2612,7,2007.0,8,0.64,0.03,0.02,0.1,0.79
2613,7,2000.0,8,0.28,0.22,0.23,0.07,0.79
2614,10,2014.0,4,0.0,0.0,0.79,0.0,0.79
2615,1,2007.0,7,0.42,0.21,0.08,0.07,0.79
2616,5,2013.0,9,0.44,0.27,0.01,0.07,0.79
2617,4,2007.0,9,0.71,0.02,0.0,0.06,0.79
2618,12,1998.0,1,0.75,0.03,0.0,0.01,0.79
2619,1,2011.0,1,0.16,0.52,0.0,0.11,0.79
2620,5,2008.0,4,0.38,0.3,0.03,0.08,0.79
2621,6,2008.0,12,0.49,0.19,0.01,0.1,0.79
2622,7,2007.0,1,0.65,0.03,0.0,0.11,0.79
2623,14,2003.0,1,0.24,0.49,0.0,0.05,0.79
2624,4,2008.0,1,0.22,0.32,0.17,0.07,0.79
2625,5,2010.0,10,0.43,0.27,0.01,0.07,0.79
2626,1,2011.0,9,0.27,0.2,0.27,0.05,0.79
2627,10,2013.0,5,0.0,0.48,0.25,0.06,0.78
2628,5,2006.0,9,0.67,0.05,0.01,0.06,0.78
2629,16,1982.0,7,0.73,0.04,0.0,0.01,0.78
2630,5,2008.0,6,0.12,0.56,0.0,0.1,0.78
2631,9,2002.0,2,0.56,0.21,0.0,0.01,0.78
2632,4,2006.0,7,0.58,0.04,0.11,0.06,0.78
2633,15,1992.0,11,0.01,0.77,0.0,0.0,0.78
2634,13,1994.0,7,0.43,0.3,0.0,0.05,0.78
2635,7,2007.0,6,0.17,0.0,0.0,0.61,0.78
2636,4,2009.0,5,0.41,0.3,0.0,0.07,0.78
2637,4,2008.0,11,0.72,0.0,0.0,0.06,0.78
2638,1,2009.0,6,0.0,0.69,0.0,0.09,0.78
2639,13,1999.0,10,0.43,0.3,0.0,0.05,0.78
2640,6,2012.0,9,0.72,0.0,0.0,0.06,0.78
2641,13,1997.0,12,0.43,0.29,0.0,0.05,0.78
2642,4,2010.0,5,0.29,0.3,0.12,0.07,0.78
2643,11,2015.0,1,0.13,0.42,0.13,0.1,0.78
2644,17,2006.0,12,0.11,0.43,0.0,0.24,0.78
2645,17,2009.0,7,0.38,0.24,0.0,0.16,0.78
2646,5,2011.0,1,0.53,0.19,0.0,0.06,0.78
2647,5,2012.0,9,0.55,0.15,0.03,0.06,0.78
2648,7,2006.0,1,0.65,0.02,0.0,0.11,0.78
2649,17,2008.0,3,0.24,0.33,0.01,0.2,0.78
2650,5,2010.0,9,0.41,0.29,0.0,0.07,0.78
2651,8,1993.0,4,0.0,0.0,0.78,0.0,0.78
2652,16,1983.0,5,0.72,0.05,0.0,0.01,0.78
2653,19,2002.0,7,0.6,0.16,0.0,0.02,0.78
2654,5,2008.0,2,0.32,0.36,0.0,0.09,0.78
2655,13,1998.0,1,0.43,0.29,0.0,0.05,0.78
2656,5,2009.0,9,0.34,0.35,0.0,0.08,0.78
2657,1,2009.0,9,0.28,0.4,0.0,0.09,0.77
2658,1,2009.0,6,0.47,0.23,0.0,0.07,0.77
2659,5,2005.0,7,0.66,0.02,0.03,0.06,0.77
2660,16,1982.0,7,0.72,0.05,0.0,0.01,0.77
2661,13,1996.0,3,0.43,0.29,0.0,0.05,0.77
2662,13,2000.0,6,0.43,0.29,0.0,0.05,0.77
2663,18,2013.0,1,0.67,0.05,0.0,0.05,0.77
2664,16,1981.0,9,0.72,0.04,0.0,0.01,0.77
2665,17,2008.0,3,0.23,0.32,0.03,0.19,0.77
2666,6,2011.0,7,0.33,0.31,0.0,0.12,0.77
2667,23,2014.0,4,0.22,0.14,0.32,0.1,0.77
2668,7,2005.0,10,0.64,0.02,0.0,0.1,0.77
2669,16,1980.0,10,0.72,0.04,0.0,0.01,0.77
2670,13,1999.0,3,0.43,0.29,0.0,0.05,0.77
2671,6,2009.0,10,0.37,0.19,0.11,0.1,0.77
2672,16,1983.0,9,0.72,0.04,0.0,0.01,0.77
2673,12,2001.0,2,0.53,0.22,0.0,0.02,0.77
2674,3,1999.0,4,0.0,0.0,0.77,0.0,0.77
2675,9,2002.0,9,0.55,0.2,0.0,0.01,0.77
2676,4,2008.0,8,0.61,0.1,0.0,0.06,0.77
2677,4,2012.0,9,0.43,0.27,0.0,0.06,0.77
2678,17,2005.0,9,0.71,0.0,0.0,0.06,0.77
2679,7,2003.0,7,0.38,0.29,0.0,0.1,0.77
2680,7,2001.0,2,0.38,0.29,0.0,0.1,0.77
2681,4,2004.0,3,0.21,0.14,0.38,0.04,0.77
2682,9,2005.0,2,0.45,0.17,0.14,0.01,0.77
2683,7,2002.0,1,0.38,0.29,0.0,0.1,0.77
2684,7,2002.0,4,0.1,0.08,0.56,0.03,0.77
2685,7,2003.0,1,0.37,0.29,0.0,0.1,0.76
2686,7,2008.0,2,0.37,0.04,0.0,0.36,0.76
2687,13,1996.0,3,0.18,0.12,0.42,0.05,0.76
2688,6,2014.0,7,0.22,0.4,0.01,0.14,0.76
2689,1,2010.0,11,0.22,0.47,0.0,0.08,0.76
2690,10,2011.0,8,0.3,0.37,0.03,0.07,0.76
2691,14,2004.0,3,0.36,0.38,0.0,0.03,0.76
2692,7,2005.0,9,0.64,0.02,0.0,0.1,0.76
2693,7,2003.0,10,0.37,0.29,0.0,0.1,0.76
2694,13,1995.0,10,0.17,0.11,0.43,0.05,0.76
2695,23,2012.0,10,0.47,0.18,0.0,0.12,0.76
2696,13,1998.0,1,0.0,0.0,0.71,0.05,0.76
2697,5,2010.0,7,0.38,0.24,0.08,0.06,0.76
2698,6,2012.0,10,0.35,0.24,0.07,0.1,0.76
2699,15,2011.0,7,0.33,0.32,0.0,0.11,0.76
2700,4,2005.0,6,0.7,0.01,0.0,0.06,0.76
2701,11,2014.0,1,0.09,0.43,0.11,0.13,0.76
2702,1,2009.0,5,0.29,0.39,0.0,0.08,0.76
2703,6,2009.0,9,0.38,0.26,0.0,0.12,0.76
2704,2,1988.0,4,0.0,0.0,0.76,0.0,0.76
2705,12,2001.0,1,0.59,0.16,0.0,0.01,0.76
2706,7,2002.0,6,0.0,0.0,0.76,0.0,0.76
2707,9,2005.0,4,0.09,0.03,0.62,0.02,0.76
2708,7,2004.0,7,0.37,0.29,0.0,0.1,0.76
2709,7,2010.0,1,0.11,0.29,0.0,0.36,0.76
2710,1,2009.0,1,0.67,0.04,0.0,0.05,0.76
2711,5,2007.0,7,0.36,0.31,0.01,0.08,0.76
2712,15,2011.0,9,0.14,0.48,0.0,0.14,0.76
2713,14,2004.0,10,0.61,0.12,0.0,0.03,0.76
2714,4,2009.0,11,0.27,0.15,0.3,0.04,0.76
2715,9,2004.0,11,0.54,0.2,0.0,0.01,0.76
2716,1,2014.0,1,0.24,0.46,0.0,0.06,0.76
2717,7,2002.0,10,0.31,0.24,0.13,0.08,0.76
2718,17,2009.0,3,0.16,0.38,0.01,0.21,0.76
2719,6,2007.0,7,0.29,0.32,0.01,0.13,0.76
2720,5,2014.0,4,0.48,0.2,0.01,0.06,0.76
2721,7,2005.0,9,0.57,0.02,0.07,0.09,0.76
2722,7,2001.0,10,0.37,0.29,0.0,0.1,0.76
2723,5,2006.0,1,0.28,0.39,0.0,0.09,0.76
2724,1,2010.0,6,0.24,0.44,0.0,0.08,0.76
2725,6,2006.0,9,0.18,0.38,0.06,0.14,0.76
2726,1,2008.0,8,0.6,0.09,0.02,0.05,0.76
2727,3,1991.0,4,0.0,0.0,0.76,0.0,0.76
2728,15,2013.0,12,0.12,0.53,0.0,0.11,0.76
2729,18,2015.0,6,0.47,0.21,0.01,0.07,0.75
2730,4,2007.0,4,0.67,0.03,0.0,0.06,0.75
2731,7,2008.0,2,0.21,0.0,0.0,0.54,0.75
2732,17,2008.0,10,0.41,0.21,0.0,0.14,0.75
2733,6,2009.0,6,0.41,0.24,0.0,0.11,0.75
2734,13,2000.0,2,0.3,0.21,0.2,0.05,0.75
2735,23,2013.0,11,0.17,0.39,0.0,0.19,0.75
2736,6,2010.0,6,0.47,0.19,0.0,0.09,0.75
2737,6,2009.0,9,0.41,0.22,0.01,0.11,0.75
2738,1,2009.0,10,0.51,0.17,0.0,0.07,0.75
2739,5,2008.0,9,0.46,0.21,0.01,0.07,0.75
2740,6,2012.0,9,0.36,0.28,0.0,0.11,0.75
2741,7,2004.0,9,0.37,0.29,0.0,0.1,0.75
2742,12,1997.0,3,0.63,0.11,0.0,0.01,0.75
2743,5,2012.0,9,0.43,0.26,0.0,0.06,0.75
